(16.8, 1.0, -1.0)
(17.5, 1.0, -1.7)
(17.5, 1.0, -1.7)
(17.5, 1.0, -1.7)
(14.8, 1.0, -3.5)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.1, 1.0, 20.0)
(18.1, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.5, 1.0, 20.0)
(20.4, 1.0, 21.2)
(20.4, 1.0, 21.2)
(20.4, 1.0, 20.9)
(20.3, 1.0, 19.2)
(20.3, 1.0, 19.2)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.8, 1.0, 20.0)
(18.8, 1.0, 20.0)
(18.8, 1.0, 20.0)
(18.8, 1.0, 20.0)
(18.8, 1.0, 20.0)
(19.4, 1.0, 20.5)
(19.4, 1.0, 20.5)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.8, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.3, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.2, 1.0, 20.0)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(18.5, 1.0, 19.2)
(20.3, 1.0, 19.5)
(18.6, 1.0, 18.7)
(15.7, 1.0, 18.4)
(15.9, 1.0, 18.5)
(20.7, 1.0, 19.6)
(18.6, 1.0, 19.2)
(19.3, 1.0, 19.5)
(19.0, 1.0, 19.3)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
